country,date,since_1st_confirmed_n_days,since_100th_confirmed_n_days,since_1st_recovered_n_days,since_100th_recovered_n_days,since_1st_deaths_n_days,since_10th_deaths_n_days,confirmed_n_lag_7d,recovered_n_lag_7d,deaths_n_lag_7d,active_n_lag_7d,confirmed_n_lag_8d,recovered_n_lag_8d,deaths_n_lag_8d,active_n_lag_8d,confirmed_n_lag_9d,recovered_n_lag_9d,deaths_n_lag_9d,active_n_lag_9d,confirmed_n_lag_10d,recovered_n_lag_10d,deaths_n_lag_10d,active_n_lag_10d,label
Switzerland,2020-03-24,28,19,21,2,19,11,2700,4,27,2669,2200,4,14,2182,2200,4,14,2182,1359,4,13,1342,9877
Thailand,2020-03-24,62,9,58,0,23,0,177,41,1,135,147,35,1,111,114,35,1,78,82,35,1,46,827
Tunisia,2020-03-24,20,0,2,0,5,0,24,0,0,24,20,0,0,20,18,0,0,18,18,0,0,18,114
Turkey,2020-03-24,13,5,0,0,7,2,47,0,1,46,18,0,0,18,6,0,0,6,5,0,0,5,1872
Ukraine,2020-03-24,21,0,3,0,11,0,14,0,2,12,7,0,1,6,3,0,1,2,3,0,1,2,97
United Arab Emirates,2020-03-24,55,6,41,0,4,0,98,23,0,75,98,23,0,75,98,23,0,75,85,17,0,68,248
United Kingdom,2020-03-24,53,19,41,0,19,10,1960,53,56,1851,1551,21,56,1474,1145,19,21,1105,1144,19,21,1104,8164
Uruguay,2020-03-24,10,3,0,0,0,0,29,0,0,29,8,0,0,8,4,0,0,4,4,0,0,4,162
US,2020-03-24,62,21,44,6,24,20,6421,17,108,6296,4632,17,85,4530,3499,12,63,3424,2727,12,54,2661,53736
Venezuela,2020-03-24,10,0,2,0,0,0,33,0,0,33,17,0,0,17,10,0,0,10,2,0,0,2,84
Afghanistan,2020-03-25,30,0,9,0,3,0,22,1,0,21,22,1,0,21,21,1,0,20,16,0,0,16,84
Albania,2020-03-25,16,2,4,0,14,0,59,0,2,57,55,0,1,54,51,0,1,50,42,0,1,41,146
Algeria,2020-03-25,29,4,13,0,13,5,74,12,7,55,60,12,4,44,54,12,4,38,48,12,4,32,302
Andorra,2020-03-25,23,3,13,0,3,0,39,1,0,38,39,1,0,38,2,1,0,1,1,1,0,0,188
Argentina,2020-03-25,22,5,11,0,17,0,79,3,2,74,68,3,2,63,56,1,2,53,45,1,2,42,387
Armenia,2020-03-25,24,6,8,0,0,0,84,1,0,83,78,1,0,77,52,0,0,52,26,0,0,26,265
Australia,2020-03-25,59,15,55,1,24,0,568,23,6,539,452,23,5,424,377,23,3,351,297,23,3,271,2364
Austria,2020-03-25,29,17,16,0,13,3,1646,9,4,1633,1332,1,3,1328,1018,6,3,1009,860,6,1,853,5588
Azerbaijan,2020-03-25,24,0,14,0,12,0,28,6,1,21,28,6,1,21,28,6,1,21,23,6,1,16,93
Bangladesh,2020-03-25,17,0,9,0,7,0,14,3,1,10,10,3,0,7,8,2,0,6,5,0,0,5,39
Belarus,2020-03-25,26,0,16,0,0,0,51,5,0,46,36,3,0,33,36,3,0,33,27,3,0,24,86
Belgium,2020-03-25,50,19,37,4,14,8,1486,31,14,1441,1243,1,10,1232,1058,1,5,1052,886,1,4,881,4937
Bosnia and Herzegovina,2020-03-25,20,3,8,0,4,0,38,2,0,36,26,2,0,24,25,0,0,25,24,0,0,24,176
Brazil,2020-03-25,28,12,9,0,8,5,372,2,3,367,321,2,1,318,200,1,0,199,162,0,0,162,2554
Bulgaria,2020-03-25,17,5,4,0,14,0,92,0,2,90,67,0,2,65,52,0,2,50,51,0,2,49,242
Burkina Faso,2020-03-25,15,1,4,0,7,0,20,0,1,19,15,0,0,15,15,0,0,15,3,0,0,3,146
Cameroon,2020-03-25,19,0,0,0,0,0,10,0,0,10,10,0,0,10,4,0,0,4,2,0,0,2,75
Canada,2020-03-25,59,14,42,1,16,5,657,9,8,640,478,9,5,464,415,9,4,402,252,8,1,243,3251
Chile,2020-03-25,22,9,5,0,3,0,238,0,0,238,201,0,0,201,155,0,0,155,74,0,0,74,1142
China,2020-03-25,63,63,63,57,63,63,81102,69755,3241,8106,81058,68798,3230,9030,81033,67910,3217,9906,81003,67017,3203,10783,81661
Colombia,2020-03-25,19,6,8,0,3,0,93,1,0,92,65,1,0,64,54,0,0,54,34,0,0,34,470
Cote d'Ivoire,2020-03-25,14,0,8,0,0,0,6,1,0,5,5,1,0,4,1,0,0,1,1,0,0,1,80
Croatia,2020-03-25,29,6,12,0,6,0,81,4,0,77,65,4,0,61,57,2,0,55,49,1,0,48,442
Cuba,2020-03-25,13,0,1,0,7,0,7,0,1,6,5,0,0,5,4,0,0,4,4,0,0,4,57
Czechia,2020-03-25,24,12,9,0,3,0,464,3,0,461,396,3,0,393,298,3,0,295,253,0,0,253,1654
Denmark,2020-03-25,27,15,19,0,11,4,1116,1,4,1111,1025,1,4,1020,933,1,3,929,875,1,2,872,1862
Diamond Princess,2020-03-25,47,44,35,14,34,1,712,325,7,380,706,325,7,374,706,325,7,374,706,325,7,374,712
Dominican Republic,2020-03-25,24,4,1,0,8,0,21,0,1,20,21,0,1,20,11,0,0,11,11,0,0,11,392
Ecuador,2020-03-25,24,7,4,0,11,3,111,0,2,109,58,0,2,56,37,0,2,35,28,0,2,26,1173
Egypt,2020-03-25,40,11,26,0,17,4,196,32,6,158,196,32,4,160,150,27,2,121,110,21,2,87,456
Estonia,2020-03-25,27,11,10,0,0,0,258,1,0,257,225,1,0,224,205,1,0,204,171,1,0,170,404
Finland,2020-03-25,56,12,42,0,4,0,336,10,0,326,321,10,0,311,277,10,0,267,244,10,0,234,880
France,2020-03-25,61,25,42,3,39,18,9124,12,149,8963,7715,12,149,7554,6683,12,149,6522,4532,12,91,4429,25600
Germany,2020-03-25,58,24,41,7,16,10,12327,105,28,12194,9257,67,24,9166,7272,67,17,7188,5795,46,11,5738,37323
Greece,2020-03-25,28,12,11,0,14,4,418,8,5,405,387,8,5,374,331,8,4,319,331,8,4,319,821
Hungary,2020-03-25,21,4,11,0,10,0,58,2,1,55,50,2,1,47,39,1,1,37,32,1,1,30,226
Iceland,2020-03-25,26,13,15,0,10,0,250,5,1,244,220,0,1,219,180,0,0,180,171,8,5,158,737
India,2020-03-25,55,11,38,0,14,2,156,14,3,139,142,14,3,125,119,13,2,104,113,13,2,98,657
Indonesia,2020-03-25,23,10,15,0,14,7,227,11,19,197,172,8,5,159,134,8,5,121,117,8,5,104,790
Iran,2020-03-25,35,28,28,25,35,30,17361,5389,1135,10837,16169,5389,988,9792,14991,4590,853,9548,13938,4590,724,8624,27017
Iraq,2020-03-25,30,12,16,0,21,11,164,43,12,109,154,32,11,111,124,26,10,88,116,26,10,80,346
Ireland,2020-03-25,25,11,8,0,14,0,292,5,2,285,223,5,2,216,169,0,2,167,129,0,2,127,1564
Israel,2020-03-25,33,13,27,0,4,0,304,11,0,293,250,11,0,239,218,4,0,214,213,4,0,209,2369
Italy,2020-03-25,54,31,32,23,33,29,35713,4025,2978,28710,31506,2941,2503,26062,27980,2749,2158,23073,24747,2335,1809,20603,74386
Japan,2020-03-25,63,33,59,15,41,16,889,144,29,716,878,144,29,705,839,144,27,668,839,118,22,699,1307
Kazakhstan,2020-03-25,12,0,0,0,5,0,35,0,0,35,33,0,0,33,10,0,0,10,9,0,0,9,81
Korea, South,2020-03-25,63,34,47,19,34,29,8413,1540,84,6789,8320,1407,81,6832,8236,1137,75,7024,8162,510,75,7577,9137
Kuwait,2020-03-25,30,11,17,0,0,0,142,15,0,127,130,9,0,121,123,9,0,114,112,5,0,107,195
Latvia,2020-03-25,23,5,15,0,0,0,71,1,0,70,49,1,0,48,34,1,0,33,30,1,0,29,221
Lebanon,2020-03-25,33,10,21,0,15,0,133,3,3,127,120,3,3,114,110,1,3,106,110,1,3,106,333
Lithuania,2020-03-25,26,3,10,0,4,0,27,1,0,26,25,1,0,24,17,1,0,16,12,1,0,11,274
Luxembourg,2020-03-25,25,8,3,0,11,0,203,0,2,201,140,0,1,139,77,0,1,76,59,0,1,58,1333
Malaysia,2020-03-25,60,16,47,4,8,3,790,60,2,728,673,49,2,622,566,42,0,524,428,42,0,386,1796
Mexico,2020-03-25,26,6,22,0,6,0,93,4,0,89,82,4,0,78,53,4,0,49,41,4,0,37,405
Moldova,2020-03-25,17,2,8,0,7,0,30,1,1,28,30,1,0,29,23,0,0,23,23,0,0,23,149
Morocco,2020-03-25,23,3,12,0,15,0,49,1,2,46,38,1,2,35,29,1,1,27,28,1,1,26,225
Netherlands,2020-03-25,27,19,11,0,19,12,2058,2,58,1998,1711,2,43,1666,1416,2,24,1390,1138,2,20,1116,6438
New Zealand,2020-03-25,26,3,1,0,0,0,20,0,0,20,12,0,0,12,8,0,0,8,8,0,0,8,205
Niger,2020-03-25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Nigeria,2020-03-25,26,0,7,0,2,0,8,1,0,7,3,0,0,3,2,0,0,2,2,0,0,2,51
North Macedonia,2020-03-25,28,3,12,0,3,0,35,1,0,34,26,1,0,25,18,1,0,17,14,1,0,13,177
Pakistan,2020-03-25,28,9,17,0,6,0,299,2,0,297,236,2,0,234,136,2,0,134,53,2,0,51,1063
Panama,2020-03-25,15,6,1,0,14,0,86,0,1,85,69,0,1,68,55,0,1,54,43,0,1,42,443
Peru,2020-03-25,19,8,8,0,5,0,145,1,0,144,117,1,0,116,86,0,0,86,43,0,0,43,480
Philippines,2020-03-25,55,11,42,0,52,10,202,5,19,178,187,5,12,170,142,2,12,128,140,2,11,127,636
Poland,2020-03-25,21,11,9,0,13,1,251,13,5,233,238,13,5,220,177,13,4,160,119,0,3,116,1051
Portugal,2020-03-25,23,12,12,0,8,4,448,3,2,443,448,3,1,444,331,3,0,328,245,2,0,243,2995
Qatar,2020-03-25,25,14,11,0,0,0,452,4,0,448,439,4,0,435,439,4,0,435,401,4,0,397,537
Romania,2020-03-25,28,11,21,0,3,1,260,19,0,241,184,16,0,168,158,9,0,149,131,9,0,122,906
Russia,2020-03-25,54,8,42,0,6,0,147,8,0,139,114,8,0,106,90,8,0,82,63,8,0,55,658
Saudi Arabia,2020-03-25,23,11,15,0,1,0,171,6,0,165,171,6,0,165,118,2,0,116,103,1,0,102,900
Serbia,2020-03-25,19,6,9,0,5,0,83,1,0,82,65,1,0,64,55,1,0,54,48,0,0,48,384
Singapore,2020-03-25,62,25,46,11,4,0,313,114,0,199,266,114,0,152,243,109,0,134,226,105,0,121,631
Slovakia,2020-03-25,19,7,3,0,7,0,105,0,1,104,72,0,0,72,63,0,0,63,54,0,0,54,216
Slovenia,2020-03-25,20,12,0,0,11,0,275,0,1,274,275,0,1,274,253,0,1,252,219,0,1,218,528
South Africa,2020-03-25,20,7,1,0,0,0,116,0,0,116,62,0,0,62,62,0,0,62,51,0,0,51,709
Spain,2020-03-25,53,23,39,14,22,18,13910,1081,623,12206,11748,1028,533,10187,9942,530,342,9070,7798,517,289,6992,49515
Sweden,2020-03-25,54,19,16,0,14,7,1279,1,10,1268,1190,1,7,1182,1103,1,6,1096,1022,1,3,1018,2526
Switzerland,2020-03-25,29,20,22,3,20,12,3028,15,28,2985,2700,4,27,2669,2200,4,14,2182,2200,4,14,2182,10897
Thailand,2020-03-25,63,10,59,0,24,0,212,42,1,169,177,41,1,135,147,35,1,111,114,35,1,78,934
Tunisia,2020-03-25,21,1,3,0,6,0,29,0,0,29,24,0,0,24,20,0,0,20,18,0,0,18,173
Turkey,2020-03-25,14,6,0,0,8,3,98,0,1,97,47,0,1,46,18,0,0,18,6,0,0,6,2433
Ukraine,2020-03-25,22,0,4,0,12,0,14,0,2,12,14,0,2,12,7,0,1,6,3,0,1,2,145
United Arab Emirates,2020-03-25,56,7,42,0,5,0,113,26,0,87,98,23,0,75,98,23,0,75,98,23,0,75,333
United Kingdom,2020-03-25,54,20,42,1,20,11,2642,67,72,2503,1960,53,56,1851,1551,21,56,1474,1145,19,21,1105,9640
Uruguay,2020-03-25,11,4,0,0,0,0,50,0,0,50,29,0,0,29,8,0,0,8,4,0,0,4,189
US,2020-03-25,63,22,45,7,25,21,7783,105,118,7560,6421,17,108,6296,4632,17,85,4530,3499,12,63,3424,65778
Venezuela,2020-03-25,11,0,3,0,0,0,36,0,0,36,33,0,0,33,17,0,0,17,10,0,0,10,91
Afghanistan,2020-03-26,31,0,10,0,4,0,22,1,0,21,22,1,0,21,22,1,0,21,21,1,0,20,94
Albania,2020-03-26,17,3,5,0,15,0,64,0,2,62,59,0,2,57,55,0,1,54,51,0,1,50,174
Algeria,2020-03-26,30,5,14,0,14,6,87,32,9,46,74,12,7,55,60,12,4,44,54,12,4,38,367
Andorra,2020-03-26,24,4,14,0,4,0,53,1,0,52,39,1,0,38,39,1,0,38,2,1,0,1,224
Argentina,2020-03-26,23,6,12,0,18,0,97,3,3,91,79,3,2,74,68,3,2,63,56,1,2,53,502
Armenia,2020-03-26,25,7,9,0,0,0,115,1,0,114,84,1,0,83,78,1,0,77,52,0,0,52,290
Australia,2020-03-26,60,16,56,2,25,0,681,26,6,649,568,23,6,539,452,23,5,424,377,23,3,351,2810
Austria,2020-03-26,30,18,17,0,14,4,2013,9,6,1998,1646,9,4,1633,1332,1,3,1328,1018,6,3,1009,6909
Azerbaijan,2020-03-26,25,0,15,0,13,0,44,6,1,37,28,6,1,21,28,6,1,21,28,6,1,21,122
Bangladesh,2020-03-26,18,0,10,0,8,0,17,3,1,13,14,3,1,10,10,3,0,7,8,2,0,6,44
Belarus,2020-03-26,27,0,17,0,0,0,51,5,0,46,51,5,0,46,36,3,0,33,36,3,0,33,86
Belgium,2020-03-26,51,20,38,5,15,9,1795,31,21,1743,1486,31,14,1441,1243,1,10,1232,1058,1,5,1052,6235
Bosnia and Herzegovina,2020-03-26,21,4,9,0,5,0,63,2,0,61,38,2,0,36,26,2,0,24,25,0,0,25,191
Brazil,2020-03-26,29,13,10,0,9,6,621,2,6,613,372,2,3,367,321,2,1,318,200,1,0,199,2985
Bulgaria,2020-03-26,18,6,5,0,15,0,94,0,3,91,92,0,2,90,67,0,2,65,52,0,2,50,264
Burkina Faso,2020-03-26,16,2,5,0,8,0,33,0,1,32,20,0,1,19,15,0,0,15,15,0,0,15,152
Cameroon,2020-03-26,20,0,1,0,1,0,13,0,0,13,10,0,0,10,10,0,0,10,4,0,0,4,75
Canada,2020-03-26,60,15,43,2,17,6,800,9,9,782,657,9,8,640,478,9,5,464,415,9,4,402,4042
Chile,2020-03-26,23,10,6,0,4,0,238,0,0,238,238,0,0,238,201,0,0,201,155,0,0,155,1306
China,2020-03-26,64,64,64,58,64,64,81156,70535,3249,7372,81102,69755,3241,8106,81058,68798,3230,9030,81033,67910,3217,9906,81782
Colombia,2020-03-26,20,7,9,0,4,0,102,1,0,101,93,1,0,92,65,1,0,64,54,0,0,54,491
Cote d'Ivoire,2020-03-26,15,0,9,0,0,0,9,1,0,8,6,1,0,5,5,1,0,4,1,0,0,1,96
Croatia,2020-03-26,30,7,13,0,7,0,105,5,1,99,81,4,0,77,65,4,0,61,57,2,0,55,495
Cuba,2020-03-26,14,0,2,0,8,0,11,0,1,10,7,0,1,6,5,0,0,5,4,0,0,4,67
Czechia,2020-03-26,25,13,10,0,4,0,694,3,0,691,464,3,0,461,396,3,0,393,298,3,0,295,1925
Denmark,2020-03-26,28,16,20,0,12,5,1225,1,6,1218,1116,1,4,1111,1025,1,4,1020,933,1,3,929,2023
Diamond Princess,2020-03-26,48,45,36,15,35,2,712,325,7,380,712,325,7,380,706,325,7,374,706,325,7,374,712
Dominican Republic,2020-03-26,25,5,2,0,9,1,34,0,2,32,21,0,1,20,21,0,1,20,11,0,0,11,488
Ecuador,2020-03-26,25,8,5,0,12,4,199,0,3,196,111,0,2,109,58,0,2,56,37,0,2,35,1403
Egypt,2020-03-26,41,12,27,0,18,5,256,32,6,218,196,32,6,158,196,32,4,160,150,27,2,121,495
Estonia,2020-03-26,28,12,11,0,1,0,267,1,0,266,258,1,0,257,225,1,0,224,205,1,0,204,538
Finland,2020-03-26,57,13,43,0,5,0,400,10,0,390,336,10,0,326,321,10,0,311,277,10,0,267,958
France,2020-03-26,62,26,43,4,40,19,10970,12,244,10714,9124,12,149,8963,7715,12,149,7554,6683,12,149,6522,29551
Germany,2020-03-26,59,25,42,8,17,11,15320,113,44,15163,12327,105,28,12194,9257,67,24,9166,7272,67,17,7188,43938
Greece,2020-03-26,29,13,12,0,15,5,418,8,6,404,418,8,5,405,387,8,5,374,331,8,4,319,892
Hungary,2020-03-26,22,5,12,0,11,1,73,2,1,70,58,2,1,55,50,2,1,47,39,1,1,37,261
Iceland,2020-03-26,27,14,16,0,11,0,330,5,1,324,250,5,1,244,220,0,1,219,180,0,0,180,802
India,2020-03-26,56,12,39,0,15,3,194,15,4,175,156,14,3,139,142,14,3,125,119,13,2,104,727
Indonesia,2020-03-26,24,11,16,0,15,8,311,11,25,275,227,11,19,197,172,8,5,159,134,8,5,121,893
Iran,2020-03-26,36,29,29,26,36,31,18407,5710,1284,11413,17361,5389,1135,10837,16169,5389,988,9792,14991,4590,853,9548,29406
Iraq,2020-03-26,31,13,17,1,22,12,192,43,13,136,164,43,12,109,154,32,11,111,124,26,10,88,382
Ireland,2020-03-26,26,12,9,0,15,0,557,5,3,549,292,5,2,285,223,5,2,216,169,0,2,167,1819
Israel,2020-03-26,34,14,28,0,5,0,427,11,0,416,304,11,0,293,250,11,0,239,218,4,0,214,2693
Italy,2020-03-26,55,32,33,24,34,30,41035,4440,3405,33190,35713,4025,2978,28710,31506,2941,2503,26062,27980,2749,2158,23073,80589
Japan,2020-03-26,64,34,60,16,42,17,924,150,29,745,889,144,29,716,878,144,29,705,839,144,27,668,1387
Kazakhstan,2020-03-26,13,0,0,0,6,0,44,0,0,44,35,0,0,35,33,0,0,33,10,0,0,10,111
Korea, South,2020-03-26,64,35,48,20,35,30,8565,1540,91,6934,8413,1540,84,6789,8320,1407,81,6832,8236,1137,75,7024,9241
Kuwait,2020-03-26,31,12,18,0,0,0,148,18,0,130,142,15,0,127,130,9,0,121,123,9,0,114,208
Latvia,2020-03-26,24,6,16,0,0,0,86,1,0,85,71,1,0,70,49,1,0,48,34,1,0,33,244
Lebanon,2020-03-26,34,11,22,0,16,0,157,4,4,149,133,3,3,127,120,3,3,114,110,1,3,106,368
Lithuania,2020-03-26,27,4,11,0,5,0,36,1,0,35,27,1,0,26,25,1,0,24,17,1,0,16,299
Luxembourg,2020-03-26,26,9,4,0,12,0,335,0,4,331,203,0,2,201,140,0,1,139,77,0,1,76,1453
Malaysia,2020-03-26,61,17,48,5,9,4,900,75,2,823,790,60,2,728,673,49,2,622,566,42,0,524,2031
Mexico,2020-03-26,27,7,23,0,7,0,118,4,1,113,93,4,0,89,82,4,0,78,53,4,0,49,475
Moldova,2020-03-26,18,3,9,0,8,0,49,1,1,47,30,1,1,28,30,1,0,29,23,0,0,23,177
Morocco,2020-03-26,24,4,13,0,16,0,63,1,2,60,49,1,2,46,38,1,2,35,29,1,1,27,275
Netherlands,2020-03-26,28,20,12,0,20,13,2467,2,77,2388,2058,2,58,1998,1711,2,43,1666,1416,2,24,1390,7468
New Zealand,2020-03-26,27,4,2,0,0,0,28,0,0,28,20,0,0,20,12,0,0,12,8,0,0,8,283
Niger,2020-03-26,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Nigeria,2020-03-26,27,0,8,0,3,0,8,1,0,7,8,1,0,7,3,0,0,3,2,0,0,2,65
North Macedonia,2020-03-26,29,4,13,0,4,0,48,1,0,47,35,1,0,34,26,1,0,25,18,1,0,17,201
Pakistan,2020-03-26,29,10,18,0,7,0,454,13,2,439,299,2,0,297,236,2,0,234,136,2,0,134,1201
Panama,2020-03-26,16,7,2,0,15,0,109,0,1,108,86,0,1,85,69,0,1,68,55,0,1,54,558
Peru,2020-03-26,20,9,9,0,6,0,234,1,0,233,145,1,0,144,117,1,0,116,86,0,0,86,580
Philippines,2020-03-26,56,12,43,0,53,11,217,8,17,192,202,5,19,178,187,5,12,170,142,2,12,128,707
Poland,2020-03-26,22,12,10,0,14,2,355,1,5,349,251,13,5,233,238,13,5,220,177,13,4,160,1221
Portugal,2020-03-26,24,13,13,0,9,5,785,3,3,779,448,3,2,443,448,3,1,444,331,3,0,328,3544
Qatar,2020-03-26,26,15,12,0,0,0,460,4,0,456,452,4,0,448,439,4,0,435,439,4,0,435,549
Romania,2020-03-26,29,12,22,0,4,2,277,25,0,252,260,19,0,241,184,16,0,168,158,9,0,149,1029
Russia,2020-03-26,55,9,43,0,7,0,199,9,1,189,147,8,0,139,114,8,0,106,90,8,0,82,840
Saudi Arabia,2020-03-26,24,12,16,0,2,0,274,6,0,268,171,6,0,165,171,6,0,165,118,2,0,116,1012
Serbia,2020-03-26,20,7,10,0,6,0,103,1,0,102,83,1,0,82,65,1,0,64,55,1,0,54,384
Singapore,2020-03-26,63,26,47,12,5,0,345,114,0,231,313,114,0,199,266,114,0,152,243,109,0,134,683
Slovakia,2020-03-26,20,8,4,0,8,0,123,0,1,122,105,0,1,104,72,0,0,72,63,0,0,63,226
Slovenia,2020-03-26,21,13,1,0,12,0,286,0,1,285,275,0,1,274,275,0,1,274,253,0,1,252,562
South Africa,2020-03-26,21,8,2,0,0,0,150,0,0,150,116,0,0,116,62,0,0,62,62,0,0,62,927
Spain,2020-03-26,54,24,40,15,23,19,17963,1107,830,16026,13910,1081,623,12206,11748,1028,533,10187,9942,530,342,9070,57786
Sweden,2020-03-26,55,20,17,0,15,8,1439,16,11,1412,1279,1,10,1268,1190,1,7,1182,1103,1,6,1096,2840
Switzerland,2020-03-26,30,21,23,4,21,13,4075,15,41,4019,3028,15,28,2985,2700,4,27,2669,2200,4,14,2182,11811
Thailand,2020-03-26,64,11,60,0,25,0,272,42,1,229,212,42,1,169,177,41,1,135,147,35,1,111,1045
Tunisia,2020-03-26,22,2,4,0,7,0,39,0,1,38,29,0,0,29,24,0,0,24,20,0,0,20,197
Turkey,2020-03-26,15,7,1,0,9,4,192,0,3,189,98,0,1,97,47,0,1,46,18,0,0,18,3629
Ukraine,2020-03-26,23,1,5,0,13,0,16,0,2,14,14,0,2,12,14,0,2,12,7,0,1,6,196
United Arab Emirates,2020-03-26,57,8,43,0,6,0,140,31,0,109,113,26,0,87,98,23,0,75,98,23,0,75,333
United Kingdom,2020-03-26,55,21,43,2,21,12,2716,67,138,2511,2642,67,72,2503,1960,53,56,1851,1551,21,56,1474,11812
Uruguay,2020-03-26,12,5,0,0,0,0,79,0,0,79,50,0,0,50,29,0,0,29,8,0,0,8,217
US,2020-03-26,64,23,46,8,26,22,13747,121,200,13426,7783,105,118,7560,6421,17,108,6296,4632,17,85,4530,83836
Venezuela,2020-03-26,12,0,4,0,0,0,42,0,0,42,36,0,0,36,33,0,0,33,17,0,0,17,107
Afghanistan,2020-03-27,32,0,11,0,5,0,24,1,0,23,22,1,0,21,22,1,0,21,22,1,0,21,110
Albania,2020-03-27,18,4,6,0,16,0,70,0,2,68,64,0,2,62,59,0,2,57,55,0,1,54,186
Algeria,2020-03-27,31,6,15,0,15,7,90,32,11,47,87,32,9,46,74,12,7,55,60,12,4,44,409
Andorra,2020-03-27,25,5,15,0,5,0,75,1,0,74,53,1,0,52,39,1,0,38,39,1,0,38,267
Argentina,2020-03-27,24,7,13,0,19,0,128,3,3,122,97,3,3,91,79,3,2,74,68,3,2,63,589
Armenia,2020-03-27,26,8,10,0,1,0,136,1,0,135,115,1,0,114,84,1,0,83,78,1,0,77,329
Australia,2020-03-27,61,17,57,3,26,1,791,26,7,758,681,26,6,649,568,23,6,539,452,23,5,424,3143
Austria,2020-03-27,31,19,18,1,15,5,2388,9,6,2373,2013,9,6,1998,1646,9,4,1633,1332,1,3,1328,7657
Azerbaijan,2020-03-27,26,1,16,0,14,0,44,6,1,37,44,6,1,37,28,6,1,21,28,6,1,21,165
Bangladesh,2020-03-27,19,0,11,0,9,0,20,3,1,16,17,3,1,13,14,3,1,10,10,3,0,7,48
Belarus,2020-03-27,28,0,18,0,0,0,69,5,0,64,51,5,0,46,51,5,0,46,36,3,0,33,94
Belgium,2020-03-27,52,21,39,6,16,10,2257,1,37,2219,1795,31,21,1743,1486,31,14,1441,1243,1,10,1232,7284
Bosnia and Herzegovina,2020-03-27,22,5,10,0,6,0,89,2,0,87,63,2,0,61,38,2,0,36,26,2,0,24,237
Brazil,2020-03-27,30,14,11,0,10,7,793,2,11,780,621,2,6,613,372,2,3,367,321,2,1,318,3417
Bulgaria,2020-03-27,19,7,6,0,16,0,127,0,3,124,94,0,3,91,92,0,2,90,67,0,2,65,293
Burkina Faso,2020-03-27,17,3,6,0,9,0,40,0,1,39,33,0,1,32,20,0,1,19,15,0,0,15,180
Cameroon,2020-03-27,21,0,2,0,2,0,20,0,0,20,13,0,0,13,10,0,0,10,10,0,0,10,91
Canada,2020-03-27,61,16,44,3,18,7,943,9,12,922,800,9,9,782,657,9,8,640,478,9,5,464,4682
Chile,2020-03-27,24,11,7,0,5,0,434,6,0,428,238,0,0,238,238,0,0,238,201,0,0,201,1610
China,2020-03-27,65,65,65,59,65,65,81250,71266,3253,6731,81156,70535,3249,7372,81102,69755,3241,8106,81058,68798,3230,9030,81897
Colombia,2020-03-27,21,8,10,0,5,0,128,1,0,127,102,1,0,101,93,1,0,92,65,1,0,64,539
Cote d'Ivoire,2020-03-27,16,0,10,0,0,0,9,1,0,8,9,1,0,8,6,1,0,5,5,1,0,4,101
Croatia,2020-03-27,31,8,14,0,8,0,128,5,1,122,105,5,1,99,81,4,0,77,65,4,0,61,586
Cuba,2020-03-27,15,0,3,0,9,0,16,0,1,15,11,0,1,10,7,0,1,6,5,0,0,5,80
Czechia,2020-03-27,26,14,11,0,5,0,833,4,0,829,694,3,0,691,464,3,0,461,396,3,0,393,2279
Denmark,2020-03-27,29,17,21,0,13,6,1337,1,9,1327,1225,1,6,1218,1116,1,4,1111,1025,1,4,1020,2200
Diamond Princess,2020-03-27,49,46,37,16,36,3,712,325,7,380,712,325,7,380,712,325,7,380,706,325,7,374,712
Dominican Republic,2020-03-27,26,6,3,0,10,2,72,0,2,70,34,0,2,32,21,0,1,20,21,0,1,20,581
Ecuador,2020-03-27,26,9,6,0,13,5,367,0,5,362,199,0,3,196,111,0,2,109,58,0,2,56,1595
Egypt,2020-03-27,42,13,28,1,19,6,285,39,8,238,256,32,6,218,196,32,6,158,196,32,4,160,536
Estonia,2020-03-27,29,13,12,0,2,0,283,1,0,282,267,1,0,266,258,1,0,257,225,1,0,224,575
Finland,2020-03-27,58,14,44,0,6,0,450,10,0,440,400,10,0,390,336,10,0,326,321,10,0,311,1041
France,2020-03-27,63,27,44,5,41,20,12758,12,451,12295,10970,12,244,10714,9124,12,149,8963,7715,12,149,7554,33402
Germany,2020-03-27,60,26,43,9,18,12,19848,180,67,19601,15320,113,44,15163,12327,105,28,12194,9257,67,24,9166,50871
Greece,2020-03-27,30,14,13,0,16,6,495,19,6,470,418,8,6,404,418,8,5,405,387,8,5,374,966
Hungary,2020-03-27,23,6,13,0,12,2,85,2,3,80,73,2,1,70,58,2,1,55,50,2,1,47,300
Iceland,2020-03-27,28,15,17,0,12,0,409,5,0,404,330,5,1,324,250,5,1,244,220,0,1,219,890
India,2020-03-27,57,13,40,0,16,4,244,20,5,219,194,15,4,175,156,14,3,139,142,14,3,125,887
Indonesia,2020-03-27,25,12,17,0,16,9,369,15,32,322,311,11,25,275,227,11,19,197,172,8,5,159,1046
Iran,2020-03-27,37,30,30,27,37,32,19644,6745,1433,11466,18407,5710,1284,11413,17361,5389,1135,10837,16169,5389,988,9792,32332
